ObjectID,PropertyID,PropertyValue,SourceID,TimeStamp
DSC_0017_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0095_2.jpg,IsHouse,0,24.159.122.35,null
DSC_0017_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0017_3.jpg,IsHouse,0,181.130.79.153,null
DSC_0095_3.jpg,IsHouse,0,73.19.218.135,null
DSC_0096_0.jpg,IsHouse,0,24.159.122.35,null
DSC_0093_1.jpg,IsHouse,0,24.159.122.35,null
DSC_0094_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0093_3.jpg,IsHouse,0,24.159.122.35,null
DSC_0017_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0094_2.jpg,IsHouse,0,24.159.122.35,null
DSC_0016_3.jpg,IsHouse,0,181.130.79.153,null
DSC_0017_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0017_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0017_1.jpg,IsHouse,0,181.130.79.153,null
DSC_0095_0.jpg,IsHouse,0,24.159.122.35,null
DSC_0095_0.jpg,IsHouse,1,73.19.218.135,null
DSC_0095_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0095_3.jpg,IsHouse,0,24.159.122.35,null
DSC_0017_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0017_3.jpg,IsHouse,0,181.130.79.153,null
DSC_0096_0.jpg,IsHouse,1,73.19.218.135,null
DSC_0017_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0094_0.jpg,IsHouse,0,24.159.122.35,null
DSC_0094_1.jpg,IsHouse,0,24.159.122.35,null
DSC_0017_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0017_2.jpg,IsHouse,0,181.130.79.153,null
DSC_0017_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0095_2.jpg,IsHouse,0,73.19.218.135,null
DSC_0017_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0018_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0018_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0018_0.jpg,IsHouse,0,181.130.79.153,null
DSC_0018_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0018_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0018_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0018_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0018_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0097_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0018_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_1.jpg,IsHouse,0,24.159.122.35,null
DSC_0018_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0018_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0018_0.jpg,IsHouse,0,181.130.79.153,null
DSC_0018_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_2.jpg,IsHouse,0,73.19.218.135,null
DSC_0018_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0018_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0018_2.jpg,IsHouse,0,181.130.79.153,null
DSC_0018_3.jpg,IsHouse,0,181.130.79.153,null
DSC_0019_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0019_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0019_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0098_0.jpg,IsHouse,1,73.19.218.135,null
DSC_0019_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0019_0.jpg,IsHouse,0,181.130.79.153,null
DSC_0019_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0096_3.jpg,IsHouse,0,73.19.218.135,null
DSC_0018_1.jpg,IsHouse,0,181.130.79.153,null
DSC_0018_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0097_0.jpg,IsHouse,1,73.19.218.135,null
DSC_0018_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0097_2.jpg,IsHouse,0,73.19.218.135,null
DSC_0097_3.jpg,IsHouse,0,73.19.218.135,null
DSC_0019_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0019_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0020_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0099_2.jpg,IsHouse,0,73.19.218.135,null
DSC_0020_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0099_3.jpg,IsHouse,0,73.19.218.135,null
DSC_0020_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0020_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0019_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0098_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0098_2.jpg,IsHouse,0,73.19.218.135,null
DSC_0019_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0099_0.jpg,IsHouse,1,73.19.218.135,null
DSC_0099_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0019_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0020_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0019_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0020_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0020_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0100_3.jpg,IsHouse,0,73.19.218.135,null
DSC_0020_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0091_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0091_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0091_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0098_3.jpg,IsHouse,0,73.19.218.135,null
DSC_0019_0.jpg,IsHouse,0,181.130.79.153,null
DSC_0019_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0019_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0019_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0020_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0100_0.jpg,IsHouse,1,73.19.218.135,null
DSC_0020_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0101_0.jpg,IsHouse,0,73.19.218.135,null
DSC_0020_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0101_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0101_2.jpg,IsHouse,0,73.19.218.135,null
DSC_0101_3.jpg,IsHouse,0,73.19.218.135,null
DSC_0019_3.jpg,IsHouse,0,181.130.79.153,null
DSC_0091_2.jpg,IsHouse,0,67.71.81.194,null
DJI00175_1.jpg,IsHouse,1,73.19.218.135,null
DSC_0100_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0100_2.jpg,IsHouse,0,73.19.218.135,null
DSC_0020_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0091_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0019_2.jpg,IsHouse,1,181.130.79.153,null
DSC_0091_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0091_1.jpg,IsHouse,1,80.43.207.101,null
DSC_0091_3.jpg,IsHouse,1,80.43.207.101,null
DSC_0092_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0091_3.jpg,IsHouse,1,67.71.81.194,null
DSC_0092_1.jpg,IsHouse,0,80.43.207.101,null
DJI00175_0.jpg,IsHouse,1,73.19.218.135,null
DSC_0091_1.jpg,IsHouse,1,67.71.81.194,null
DSC_0091_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0091_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0091_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0092_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0092_1.jpg,IsHouse,1,80.43.207.101,null
DSC_0092_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0091_1.jpg,IsHouse,1,181.130.79.153,null
DJI00175_2.jpg,IsHouse,1,73.19.218.135,null
DJI00175_3.jpg,IsHouse,1,73.19.218.135,null
DSC_0091_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0092_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0092_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0092_3.jpg,IsHouse,1,80.43.207.101,null
DSC_0093_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0093_0.jpg,IsHouse,0,80.43.207.101,null
DJI00178_0.jpg,IsHouse,1,73.19.218.135,null
DSC_0093_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0092_1.jpg,IsHouse,1,67.71.81.194,null
DSC_0092_3.jpg,IsHouse,1,67.71.81.194,null
DSC_0092_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0093_1.jpg,IsHouse,1,80.43.207.101,null
DSC_0093_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0093_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0093_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0093_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0094_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0094_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0094_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0091_1.jpg,IsHouse,0,181.130.79.153,null
DSC_0092_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0015_1.jpg,IsHouse,0,94.34.130.221,null
DSC_0015_2.jpg,IsHouse,0,94.34.130.221,null
DJI00178_1.jpg,IsHouse,0,73.19.218.135,null
DSC_0093_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0093_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0094_0.jpg,IsHouse,1,80.43.207.101,null
DSC_0016_2.jpg,IsHouse,0,94.34.130.221,null
DSC_0094_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0094_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0094_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0095_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0094_1.jpg,IsHouse,1,94.34.130.221,null
DSC_0093_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0093_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0093_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0093_3.jpg,IsHouse,1,67.71.81.194,null
DSC_0094_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0094_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0094_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_2.jpg,IsHouse,0,80.43.207.101,null
DJI00178_2.jpg,IsHouse,1,73.19.218.135,null
DSC_0095_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0095_2.jpg,IsHouse,0,181.130.79.153,null
DSC_0096_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_0.jpg,IsHouse,0,181.130.79.153,null
DSC_0096_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0095_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0095_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0094_2.jpg,IsHouse,1,95.144.193.104,null
DSC_0096_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0096_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0096_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0097_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_2.jpg,IsHouse,0,95.144.193.104,null
DSC_0097_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_3.jpg,IsHouse,0,94.34.130.221,null
DSC_0097_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0092_3.jpg,IsHouse,1,181.130.79.153,null
DSC_0095_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0095_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0093_0.jpg,IsHouse,0,181.130.79.153,null
DSC_0096_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0094_2.jpg,IsHouse,1,94.34.130.221,null
DSC_0096_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0096_2.jpg,IsHouse,0,181.130.79.153,null
DSC_0097_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_3.jpg,IsHouse,0,95.144.193.104,null
DSC_0097_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0098_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0098_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_1.jpg,IsHouse,0,181.130.79.153,null
DSC_0096_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0095_2.jpg,IsHouse,0,94.34.130.221,null
DSC_0097_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0096_3.jpg,IsHouse,0,181.130.79.153,null
DSC_0097_0.jpg,IsHouse,0,181.130.79.153,null
DSC_0097_2.jpg,IsHouse,0,181.130.79.153,null
DSC_0097_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0097_0.jpg,IsHouse,0,95.144.193.104,null
DSC_0098_1.jpg,IsHouse,0,95.144.193.104,null
DSC_0098_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0098_1.jpg,IsHouse,0,95.144.193.104,null
DSC_0097_3.jpg,IsHouse,0,94.34.130.221,null
DSC_0098_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0099_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0098_3.jpg,IsHouse,0,94.34.130.221,null
DSC_0099_1.jpg,IsHouse,0,95.144.193.104,null
DSC_0097_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0097_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0097_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0098_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0097_3.jpg,IsHouse,0,95.144.193.104,null
DSC_0098_2.jpg,IsHouse,0,95.144.193.104,null
DSC_0099_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0099_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0099_1.jpg,IsHouse,0,95.144.193.104,null
DSC_0099_2.jpg,IsHouse,0,95.144.193.104,null
DSC_0099_2.jpg,IsHouse,0,95.144.193.104,null
DSC_0100_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0099_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0100_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0101_0.jpg,IsHouse,0,80.43.207.101,null
DSC_0100_1.jpg,IsHouse,0,181.130.79.153,null
DSC_0100_1.jpg,IsHouse,0,95.144.193.104,null
DSC_0101_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0097_0.jpg,IsHouse,1,94.34.130.221,null
DSC_0098_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0098_1.jpg,IsHouse,0,67.71.81.194,null
DSC_0098_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0098_3.jpg,IsHouse,0,95.144.193.104,null
DSC_0099_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0099_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0100_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0100_3.jpg,IsHouse,0,80.43.207.101,null
DSC_0100_0.jpg,IsHouse,1,95.144.193.104,null
DSC_0100_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0100_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0100_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0101_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0099_3.jpg,IsHouse,0,95.144.193.104,null
DSC_0100_2.jpg,IsHouse,0,80.43.207.101,null
DSC_0100_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0100_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0101_1.jpg,IsHouse,0,80.43.207.101,null
DSC_0101_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0101_3.jpg,IsHouse,0,67.71.81.194,null
DJI00175_1.jpg,IsHouse,1,67.71.81.194,null
DSC_0100_3.jpg,IsHouse,0,181.130.79.153,null
DJI00175_0.jpg,IsHouse,1,80.43.207.101,null
DJI00175_2.jpg,IsHouse,0,67.71.81.194,null
DJI00175_1.jpg,IsHouse,1,80.43.207.101,null
DSC_0101_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0101_0.jpg,IsHouse,0,67.71.81.194,null
DSC_0101_1.jpg,IsHouse,0,95.144.193.104,null
DSC_0101_2.jpg,IsHouse,0,95.144.193.104,null
DJI00175_1.jpg,IsHouse,0,67.71.81.194,null
DJI00175_2.jpg,IsHouse,1,67.71.81.194,null
DJI00175_1.jpg,IsHouse,0,95.144.193.104,null
DJI00175_3.jpg,IsHouse,1,80.43.207.101,null
DJI00178_0.jpg,IsHouse,1,67.71.81.194,null
DSC_0100_3.jpg,IsHouse,0,95.144.193.104,null
DSC_0101_2.jpg,IsHouse,0,67.71.81.194,null
DSC_0101_3.jpg,IsHouse,0,67.71.81.194,null
DSC_0101_1.jpg,IsHouse,0,181.130.79.153,null
DJI00175_1.jpg,IsHouse,1,95.144.193.104,null
DJI00175_2.jpg,IsHouse,1,95.144.193.104,null
DJI00175_3.jpg,IsHouse,1,67.71.81.194,null
DJI00175_3.jpg,IsHouse,1,95.144.193.104,null
DJI00175_2.jpg,IsHouse,1,181.130.79.153,null
DJI00175_3.jpg,IsHouse,0,67.71.81.194,null
DJI00175_3.jpg,IsHouse,0,95.144.193.104,null
DJI00178_0.jpg,IsHouse,1,95.144.193.104,null
DJI00178_1.jpg,IsHouse,0,80.43.207.101,null
DJI00178_3.jpg,IsHouse,0,95.144.193.104,null
59KKA2065_1_oblique_02042015_1315 (14)_3.jpg,IsHouse,1,109.182.235.111,null
DJI00178_3.jpg,IsHouse,0,109.182.235.111,null
DJI00179_0.jpg,IsHouse,0,95.144.193.104,null
DJI00179_0.jpg,IsHouse,1,109.182.235.111,null
DJI00179_3.jpg,IsHouse,0,95.144.193.104,null
DJI00178_0.jpg,IsHouse,0,67.71.81.194,null
DJI00175_2.jpg,IsHouse,0,181.130.79.153,null
DJI00178_0.jpg,IsHouse,1,181.130.79.153,null
DJI00178_2.jpg,IsHouse,0,95.144.193.104,null
DJI00178_3.jpg,IsHouse,0,95.144.193.104,null
59KKA2065_1_oblique_02042015_1315 (14)_2.jpg,IsHouse,0,109.182.235.111,null
DJI00179_0.jpg,IsHouse,1,95.144.193.104,null
DJI00178_3.jpg,IsHouse,0,109.182.235.111,null
DJI00179_1.jpg,IsHouse,1,95.144.193.104,null
DJI00179_2.jpg,IsHouse,1,95.144.193.104,null
DJI00179_3.jpg,IsHouse,1,95.144.193.104,null
DJI00175_0.jpg,IsHouse,1,104.162.201.115,null
DJI00175_3.jpg,IsHouse,1,104.162.201.115,null
DJI00178_0.jpg,IsHouse,0,95.144.193.104,null
DJI00178_0.jpg,IsHouse,1,80.43.207.101,null
DJI00178_2.jpg,IsHouse,1,95.144.193.104,null
DJI00175_0.jpg,IsHouse,1,89.204.130.180,null
DJI00178_2.jpg,IsHouse,1,80.43.207.101,null
DJI00179_1.jpg,IsHouse,0,95.144.193.104,null
DJI00179_2.jpg,IsHouse,0,95.144.193.104,null
DJI00181_0.jpg,IsHouse,1,95.144.193.104,null
DJI00181_0.jpg,IsHouse,0,95.144.193.104,null
DJI00181_2.jpg,IsHouse,1,95.144.193.104,null
DJI00181_3.jpg,IsHouse,0,95.144.193.104,null
DJI00179_0.jpg,IsHouse,1,80.43.207.101,null
DJI00179_1.jpg,IsHouse,1,80.43.207.101,null
DJI00181_2.jpg,IsHouse,0,95.144.193.104,null
DJI00179_3.jpg,IsHouse,1,80.43.207.101,null
DJI00182_0.jpg,IsHouse,1,95.144.193.104,null
DJI00178_1.jpg,IsHouse,0,87.48.168.154,null
DJI00179_1.jpg,IsHouse,1,87.48.168.154,null
DJI00179_2.jpg,IsHouse,1,80.43.207.101,null
DJI00181_3.jpg,IsHouse,1,95.144.193.104,null
DJI00178_2.jpg,IsHouse,1,181.130.79.153,null
DJI00181_1.jpg,IsHouse,0,181.130.79.153,null
DJI00182_0.jpg,IsHouse,0,95.144.193.104,null
DJI00181_0.jpg,IsHouse,0,109.147.111.49,null
DJI00178_2.jpg,IsHouse,0,181.130.79.153,null
DJI00182_1.jpg,IsHouse,1,95.144.193.104,null
DJI00179_3.jpg,IsHouse,1,109.147.111.49,null
DJI00183_0.jpg,IsHouse,1,95.144.193.104,null
DJI00181_3.jpg,IsHouse,1,109.147.111.49,null
DJI00183_1.jpg,IsHouse,1,95.144.193.104,null
DJI00181_3.jpg,IsHouse,0,181.130.79.153,null
DJI00182_3.jpg,IsHouse,0,80.43.207.101,null
DJI00183_3.jpg,IsHouse,0,95.144.193.104,null
DJI00179_2.jpg,IsHouse,1,87.48.168.154,null
DJI00183_1.jpg,IsHouse,0,109.147.111.49,null
DJI00185_0.jpg,IsHouse,0,95.144.193.104,null
DJI00181_0.jpg,IsHouse,1,80.43.207.101,null
DJI00182_1.jpg,IsHouse,0,95.144.193.104,null
DJI00181_1.jpg,IsHouse,1,80.43.207.101,null
DJI00181_1.jpg,IsHouse,0,181.130.79.153,null
DJI00182_2.jpg,IsHouse,1,95.144.193.104,null
DJI00182_2.jpg,IsHouse,0,95.144.193.104,null
DJI00181_2.jpg,IsHouse,1,109.147.111.49,null
DJI00183_1.jpg,IsHouse,0,95.144.193.104,null
DJI00181_2.jpg,IsHouse,1,80.43.207.101,null
DJI00181_3.jpg,IsHouse,1,80.43.207.101,null
DJI00183_0.jpg,IsHouse,0,95.144.193.104,null
DJI00181_2.jpg,IsHouse,1,181.130.79.153,null
DJI00182_1.jpg,IsHouse,0,109.147.111.49,null
DJI00182_1.jpg,IsHouse,1,109.147.111.49,null
DJI00182_0.jpg,IsHouse,1,80.43.207.101,null
DJI00183_2.jpg,IsHouse,0,95.144.193.104,null
DJI00182_3.jpg,IsHouse,0,80.43.207.101,null
DJI00183_3.jpg,IsHouse,0,95.144.193.104,null
DJI00182_1.jpg,IsHouse,0,181.130.79.153,null
DJI00182_2.jpg,IsHouse,1,109.147.111.49,null
DJI00183_1.jpg,IsHouse,0,109.147.111.49,null
DJI00183_2.jpg,IsHouse,1,95.144.193.104,null
DJI00182_1.jpg,IsHouse,1,80.43.207.101,null
DJI00182_1.jpg,IsHouse,1,181.130.79.153,null
DJI00182_3.jpg,IsHouse,0,181.130.79.153,null
DJI00182_2.jpg,IsHouse,0,109.147.111.49,null
DJI00183_2.jpg,IsHouse,1,109.147.111.49,null
DJI00185_3.jpg,IsHouse,0,95.144.193.104,null
DJI00185_0.jpg,IsHouse,1,95.144.193.104,null
DJI00183_2.jpg,IsHouse,0,109.147.111.49,null
DJI00179_3.jpg,IsHouse,1,87.48.168.154,null
DJI00185_2.jpg,IsHouse,0,95.144.193.104,null
DJI00186_0.jpg,IsHouse,0,95.144.193.104,null
DJI00186_1.jpg,IsHouse,0,95.144.193.104,null
DJI00186_2.jpg,IsHouse,1,95.144.193.104,null
DJI00185_1.jpg,IsHouse,1,109.147.111.49,null
DJI00186_3.jpg,IsHouse,0,95.144.193.104,null
DJI00185_2.jpg,IsHouse,1,95.144.193.104,null
DJI00185_3.jpg,IsHouse,0,95.144.193.104,null
DJI00182_3.jpg,IsHouse,0,181.130.79.153,null
DJI00183_3.jpg,IsHouse,1,109.147.111.49,null
DJI00183_3.jpg,IsHouse,0,109.147.111.49,null
DJI00186_0.jpg,IsHouse,1,95.144.193.104,null
DJI00186_1.jpg,IsHouse,0,95.144.193.104,null
DJI00185_0.jpg,IsHouse,1,109.147.111.49,null
DJI00183_0.jpg,IsHouse,1,87.48.168.154,null
DJI00183_0.jpg,IsHouse,1,181.130.79.153,null
DJI00186_2.jpg,IsHouse,0,95.144.193.104,null
DJI00188_0.jpg,IsHouse,0,95.144.193.104,null
DJI00188_0.jpg,IsHouse,0,95.144.193.104,null
DJI00185_0.jpg,IsHouse,0,109.147.111.49,null
DJI00183_3.jpg,IsHouse,0,87.48.168.154,null
DJI00185_1.jpg,IsHouse,0,109.147.111.49,null
DJI00186_3.jpg,IsHouse,0,95.144.193.104,null
DSC_0014_2.jpg,IsHouse,0,190.148.181.21,null
DJI00188_1.jpg,IsHouse,0,95.144.193.104,null
DSC_0653_0.jpg,IsHouse,0,74.99.179.72,null
DJI00185_2.jpg,IsHouse,0,74.99.179.72,null
DJI00185_3.jpg,IsHouse,0,74.99.179.72,null
DJI00185_3.jpg,IsHouse,0,109.147.111.49,null
DJI00185_2.jpg,IsHouse,1,181.130.79.153,null
DJI00185_2.jpg,IsHouse,0,181.130.79.153,null
DJI00183_3.jpg,IsHouse,0,181.130.79.153,null
DJI00183_0.jpg,IsHouse,1,80.43.207.101,null
DSC_0654_0.jpg,IsHouse,0,190.148.181.21,null
DJI00188_1.jpg,IsHouse,1,95.144.193.104,null
DSC_0652_3.jpg,IsHouse,1,74.99.179.72,null
DJI00185_2.jpg,IsHouse,1,74.99.179.72,null
DJI00185_0.jpg,IsHouse,1,80.43.207.101,null
DJI00185_3.jpg,IsHouse,1,74.99.179.72,null
DJI00185_2.jpg,IsHouse,0,87.48.168.154,null
DJI00185_2.jpg,IsHouse,1,190.148.181.21,null
DJI00186_1.jpg,IsHouse,1,109.147.111.49,null
DJI00186_0.jpg,IsHouse,1,74.99.179.72,null
DJI00186_2.jpg,IsHouse,0,109.147.111.49,null
DJI00186_2.jpg,IsHouse,0,109.147.111.49,null
DJI00188_0.jpg,IsHouse,0,109.147.111.49,null
DJI00185_2.jpg,IsHouse,1,87.48.168.154,null
DJI00185_3.jpg,IsHouse,0,109.147.111.49,null
DJI00185_2.jpg,IsHouse,0,190.148.181.21,null
DJI00186_1.jpg,IsHouse,0,109.147.111.49,null
DJI00186_0.jpg,IsHouse,0,74.99.179.72,null
DJI00188_0.jpg,IsHouse,0,109.147.111.49,null
DJI00188_1.jpg,IsHouse,0,109.147.111.49,null
DJI00186_3.jpg,IsHouse,0,80.43.207.101,null
DJI00188_3.jpg,IsHouse,1,109.147.111.49,null
DJI00188_1.jpg,IsHouse,1,87.48.168.154,null
DJI00185_2.jpg,IsHouse,1,80.43.207.101,null
DJI00186_0.jpg,IsHouse,1,87.48.168.154,null
DJI00186_0.jpg,IsHouse,0,87.48.168.154,null
DJI00186_3.jpg,IsHouse,0,87.48.168.154,null
DJI00188_1.jpg,IsHouse,1,109.147.111.49,null
DJI00186_0.jpg,IsHouse,1,190.148.181.21,null
DJI00186_0.jpg,IsHouse,0,190.148.181.21,null
DJI00186_3.jpg,IsHouse,0,87.48.168.154,null
DJI00186_2.jpg,IsHouse,1,74.99.179.72,null
DJI00185_3.jpg,IsHouse,0,80.43.207.101,null
DJI00186_2.jpg,IsHouse,0,74.99.179.72,null
DJI00188_3.jpg,IsHouse,0,109.147.111.49,null
DJI00186_0.jpg,IsHouse,1,181.130.79.153,null
DJI00189_0.jpg,IsHouse,0,109.147.111.49,null
DJI00188_2.jpg,IsHouse,0,74.99.179.72,null
DJI00188_3.jpg,IsHouse,1,74.99.179.72,null
DJI00188_3.jpg,IsHouse,0,74.99.179.72,null
DJI00188_2.jpg,IsHouse,0,190.148.181.21,null
DJI00189_0.jpg,IsHouse,1,109.147.111.49,null
DJI00188_2.jpg,IsHouse,1,74.99.179.72,null
DJI00189_1.jpg,IsHouse,1,109.147.111.49,null
DJI00189_1.jpg,IsHouse,0,109.147.111.49,null
DJI00188_2.jpg,IsHouse,1,190.148.181.21,null
DJI00188_2.jpg,IsHouse,0,87.48.168.154,null
