claim_id,object_key,property_key,property_value,source_id,timestamp,parent_id,"r806: LTM (0.001,0.8,1,0.4; 0.5,0.5,0.1,0.9,0.1,0.9,500,100,9)",r806_bool
2682034,59KKA1536_3_oblique_01042015_1133_ (8)_2.jpg,IsHouse,0,87.15.222.245,"",,0.5909,t
2682036,59KKA1536_3_oblique_01042015_1133_ (8)_3.jpg,IsHouse,0,87.15.222.245,"",,0.1818,f
2682037,59KKA1536_3_oblique_01042015_1133_ (7)_2.jpg,IsHouse,0,186.151.60.101,"",,0.2045,f
2682038,59KKA1536_3_oblique_01042015_1133_ (9)_0.jpg,IsHouse,1,186.151.60.101,"",,0.9091,t
2682039,59KKA1536_3_oblique_01042015_1133_ (9)_1.jpg,IsHouse,0,87.15.222.245,"",,0.3409,f
2682040,DSC_0644_2.jpg,IsHouse,0,75.157.128.88,"",,0.0909,f
2682041,DSC_0440_1.jpg,IsHouse,0,190.42.48.134,"",,0.5227,t
2682042,DSC_0440_2.jpg,IsHouse,0,190.42.48.134,"",,0.0909,f
2682043,DSC_0441_1.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682044,DSC_0440_3.jpg,IsHouse,0,74.99.179.72,"",,0.0455,f
2682045,59KKA2065_1_oblique_02042015_1315 (9)_2.jpg,IsHouse,1,73.173.56.142,"",,0,f
2682047,59KKA1536_3_oblique_01042015_1133_ (10)_3.jpg,IsHouse,0,78.19.72.157,"",,0.0909,f
2682048,59KKA1536_3_oblique_01042015_1133_ (9)_1.jpg,IsHouse,1,87.15.222.245,"",,0.8182,t
2682049,59KKA1536_3_oblique_01042015_1133_ (9)_3.jpg,IsHouse,0,87.15.222.245,"",,0.25,f
2682050,59KKA1536_3_oblique_01042015_1133_ (9)_1.jpg,IsHouse,1,186.151.60.101,"",,0.8182,t
2682051,59KKA1536_3_oblique_01042015_1133_ (9)_2.jpg,IsHouse,1,186.151.60.101,"",,0.9318,t
2682052,59KKA1536_3_oblique_01042015_1133_ (4)_2.jpg,IsHouse,1,190.42.48.134,"",,0.7727,t
2682054,59KKA1536_3_oblique_01042015_1133_ (9)_2.jpg,IsHouse,0,74.99.179.72,"",,0.0227,f
2682055,DSC_0441_0.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682056,DSC_0441_2.jpg,IsHouse,0,190.42.48.134,"",,0.1818,f
2682057,59KKA1536_3_oblique_01042015_1133_ (7)_2.jpg,IsHouse,1,186.151.60.101,"",,0.8636,t
2682058,59KKA1536_3_oblique_01042015_1133_ (9)_0.jpg,IsHouse,1,87.15.222.245,"",,0.9091,t
2682059,59KKA1536_3_oblique_01042015_1133_ (9)_0.jpg,IsHouse,0,87.15.222.245,"",,0.3636,f
2682061,DSC_0644_1.jpg,IsHouse,1,75.157.128.88,"",,0.1591,f
2682062,59KKA1536_3_oblique_01042015_1133_ (4)_2.jpg,IsHouse,0,190.42.48.134,"",,0.0909,f
2682063,DSC_0440_0.jpg,IsHouse,0,186.151.60.101,"",,0.0909,f
2682064,DSC_0440_3.jpg,IsHouse,0,190.42.48.134,"",,0.0455,f
2682065,DSC_0440_0.jpg,IsHouse,0,74.99.179.72,"",,0.0909,f
2682066,59KKA1536_3_oblique_01042015_1133_ (9)_2.jpg,IsHouse,1,87.15.222.245,"",,0.9318,t
2682067,DSC_0440_1.jpg,IsHouse,1,186.151.60.101,"",,0.6136,t
2682068,DSC_0440_1.jpg,IsHouse,0,87.15.222.245,"",,0.5227,t
2682069,DSC_0441_3.jpg,IsHouse,0,87.15.222.245,"",,0.1136,f
2682070,DSC_0441_1.jpg,IsHouse,0,74.99.179.72,"",,0.1136,f
2682071,DSC_0442_0.jpg,IsHouse,0,87.15.222.245,"",,0.1364,f
2682072,DSC_0442_2.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682073,DSC_0440_3.jpg,IsHouse,1,186.151.60.101,"",,0.9773,t
2682074,DSC_0442_1.jpg,IsHouse,0,74.99.179.72,"",,0.0455,f
2682075,DSC_0442_1.jpg,IsHouse,0,186.151.60.101,"",,0.0455,f
2682076,DSC_0443_3.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682077,DSC_0645_0.jpg,IsHouse,0,75.157.128.88,"",,0.0455,f
2682078,DSC_0443_1.jpg,IsHouse,0,186.151.60.101,"",,0.1818,f
2682079,DSC_0460_3.jpg,IsHouse,0,190.42.48.134,"",,0.1364,f
2682080,DSC_0460_1.jpg,IsHouse,1,74.99.179.72,"",,0.3182,f
2682081,DSC_0461_1.jpg,IsHouse,0,186.151.60.101,"",,0.1591,f
2682082,DSC_0441_3.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682083,DSC_0442_0.jpg,IsHouse,0,190.42.48.134,"",,0.1364,f
2682084,DSC_0442_1.jpg,IsHouse,0,190.42.48.134,"",,0.0455,f
2682085,DSC_0442_1.jpg,IsHouse,0,87.15.222.245,"",,0.0455,f
2682086,DSC_0442_3.jpg,IsHouse,0,190.42.48.134,"",,0.1364,f
2682087,DSC_0443_0.jpg,IsHouse,0,190.42.48.134,"",,0.1364,f
2682088,DSC_0443_1.jpg,IsHouse,0,190.42.48.134,"",,0.1818,f
2682089,DSC_0442_3.jpg,IsHouse,0,74.99.179.72,"",,0.1364,f
2682090,DSC_0443_2.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682091,DSC_0644_3.jpg,IsHouse,1,75.157.128.88,"",,0.5,f
2682092,DSC_0460_0.jpg,IsHouse,0,74.99.179.72,"",,0.1364,f
2682093,DSC_0460_1.jpg,IsHouse,1,190.42.48.134,"",,0.3182,f
2682094,DSC_0460_1.jpg,IsHouse,1,186.151.60.101,"",,0.3182,f
2682095,DSC_0441_3.jpg,IsHouse,0,74.99.179.72,"",,0.1136,f
2682096,DSC_0443_3.jpg,IsHouse,0,74.99.179.72,"",,0.1136,f
2682097,DSC_0442_2.jpg,IsHouse,0,87.15.222.245,"",,0.0682,f
2682099,DSC_0442_3.jpg,IsHouse,0,87.15.222.245,"",,0.1364,f
2682100,DSC_0460_1.jpg,IsHouse,0,190.42.48.134,"",,0.9545,t
2682101,DSC_0460_2.jpg,IsHouse,0,186.151.60.101,"",,0.0682,f
2682102,DSC_0461_0.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682103,DSC_0460_3.jpg,IsHouse,0,186.151.60.101,"",,0.1364,f
2682104,DSC_0461_1.jpg,IsHouse,0,190.42.48.134,"",,0.1591,f
2682105,DSC_0461_2.jpg,IsHouse,0,190.42.48.134,"",,0.2045,f
2682106,DSC_0461_3.jpg,IsHouse,0,190.42.48.134,"",,0.0227,f
2682107,DSC_0462_0.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682108,DSC_0462_1.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682109,DSC_0462_2.jpg,IsHouse,0,190.42.48.134,"",,0.0455,f
2682110,DSC_0462_3.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682111,DSC_0463_2.jpg,IsHouse,0,186.151.60.101,"",,0.1364,f
2682112,DSC_0464_0.jpg,IsHouse,0,190.42.48.134,"",,0.1591,f
2682114,DSC_0462_1.jpg,IsHouse,0,74.99.179.72,"",,0.0682,f
2682115,DSC_0462_0.jpg,IsHouse,0,186.151.60.101,"",,0.0682,f
2682116,DSC_0462_3.jpg,IsHouse,0,186.151.60.101,"",,0.1136,f
2682117,DSC_0463_0.jpg,IsHouse,0,186.151.60.101,"",,0.0682,f
2682119,DSC_0463_2.jpg,IsHouse,0,74.99.179.72,"",,0.1364,f
2682121,DSC_0464_1.jpg,IsHouse,0,190.42.48.134,"",,0.1364,f
2682122,DSC_0463_3.jpg,IsHouse,0,74.99.179.72,"",,0.0909,f
2682123,DSC_0645_1.jpg,IsHouse,1,75.157.128.88,"",,0.2955,f
2682124,DSC_0464_3.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682125,DSC_0464_3.jpg,IsHouse,0,74.99.179.72,"",,0.1136,f
2682126,DSC_0465_0.jpg,IsHouse,0,190.42.48.134,"",,0.0909,f
2682127,DSC_0460_2.jpg,IsHouse,0,74.99.179.72,"",,0.0682,f
2682128,DSC_0461_3.jpg,IsHouse,0,74.99.179.72,"",,0.0227,f
2682129,DSC_0461_2.jpg,IsHouse,0,186.151.60.101,"",,0.2045,f
2682130,DSC_0463_0.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682131,DSC_0462_2.jpg,IsHouse,0,74.99.179.72,"",,0.0455,f
2682132,DSC_0463_0.jpg,IsHouse,0,74.99.179.72,"",,0.0682,f
2682134,DSC_0463_1.jpg,IsHouse,0,190.42.48.134,"",,0.3636,f
2682135,DSC_0463_2.jpg,IsHouse,0,190.42.48.134,"",,0.1364,f
2682136,DSC_0464_0.jpg,IsHouse,0,74.99.179.72,"",,0.1591,f
2682138,DSC_0645_2.jpg,IsHouse,0,75.157.128.88,"",,0.0455,f
2682140,DSC_0463_3.jpg,IsHouse,1,186.151.60.101,"",,0.9091,t
2682141,DSC_0465_1.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682142,DSC_0463_3.jpg,IsHouse,0,186.151.60.101,"",,0.0909,f
2682143,DSC_0464_3.jpg,IsHouse,0,78.19.72.157,"",,0.1136,f
2682146,DSC_0465_0.jpg,IsHouse,0,74.99.179.72,"",,0.0909,f
2682147,DSC_0464_2.jpg,IsHouse,0,78.19.72.157,"",,0.1364,f
2682148,DSC_0465_3.jpg,IsHouse,0,74.99.179.72,"",,0.1136,f
2682150,DSC_0466_1.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682151,DSC_0466_2.jpg,IsHouse,0,190.42.48.134,"",,0.1591,f
2682152,DSC_0465_3.jpg,IsHouse,0,186.151.60.101,"",,0.1136,f
2682153,DSC_0460_1.jpg,IsHouse,0,87.15.222.245,"",,0.9545,t
2682154,DSC_0466_2.jpg,IsHouse,0,74.99.179.72,"",,0.1591,f
2682155,DSC_0466_3.jpg,IsHouse,0,190.42.48.134,"",,0.0909,f
2682156,DSC_0467_0.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682157,DSC_0467_0.jpg,IsHouse,0,73.173.56.142,"",,0.0682,f
2682158,DSC_0467_1.jpg,IsHouse,0,190.42.48.134,"",,0.0455,f
2682159,DSC_0467_0.jpg,IsHouse,0,78.19.72.157,"",,0.0682,f
2682160,DSC_0467_1.jpg,IsHouse,1,73.173.56.142,"",,0.9091,t
2682162,DSC_0465_1.jpg,IsHouse,0,74.99.179.72,"",,0.0682,f
2682164,DSC_0465_2.jpg,IsHouse,0,190.42.48.134,"",,0.1591,f
2682168,DSC_0466_1.jpg,IsHouse,0,74.99.179.72,"",,0.1136,f
2682169,DSC_0466_2.jpg,IsHouse,0,87.15.222.245,"",,0.1591,f
2682170,DSC_0466_2.jpg,IsHouse,0,73.173.56.142,"",,0.1591,f
2682172,DSC_0466_1.jpg,IsHouse,0,186.151.60.101,"",,0.1136,f
2682174,DSC_0467_0.jpg,IsHouse,0,74.99.179.72,"",,0.0682,f
2682175,DSC_0466_3.jpg,IsHouse,0,87.15.222.245,"",,0.0909,f
2682177,DSC_0467_2.jpg,IsHouse,0,190.42.48.134,"",,0.0909,f
2682178,DSC_0465_3.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682179,DSC_0465_3.jpg,IsHouse,0,78.19.72.157,"",,0.1136,f
2682181,DSC_0460_1.jpg,IsHouse,1,73.173.56.142,"",,0.3182,f
2682182,DSC_0460_1.jpg,IsHouse,1,87.15.222.245,"",,0.3182,f
2682183,DSC_0466_1.jpg,IsHouse,0,78.19.72.157,"",,0.1136,f
2682184,DSC_0460_2.jpg,IsHouse,0,73.173.56.142,"",,0.0682,f
2682185,DSC_0466_3.jpg,IsHouse,0,74.99.179.72,"",,0.0909,f
2682189,DSC_0466_3.jpg,IsHouse,0,73.173.56.142,"",,0.0909,f
2682190,DSC_0466_3.jpg,IsHouse,0,186.151.60.101,"",,0.0909,f
2682191,DSC_0467_0.jpg,IsHouse,0,186.151.60.101,"",,0.0682,f
2682193,DSC_0466_3.jpg,IsHouse,0,78.19.72.157,"",,0.0909,f
2682194,DSC_0467_3.jpg,IsHouse,0,190.42.48.134,"",,0.5682,t
2682195,DSC_0468_0.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682196,DSC_0467_1.jpg,IsHouse,1,186.151.60.101,"",,0.9091,t
2682197,DSC_0468_1.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682198,DSC_0468_2.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682199,DSC_0467_3.jpg,IsHouse,0,78.19.72.157,"",,0.5682,t
2682200,DSC_0468_1.jpg,IsHouse,0,186.151.60.101,"",,0.0682,f
2682201,DSC_0468_3.jpg,IsHouse,0,190.42.48.134,"",,0.0227,f
2682202,DSC_0468_3.jpg,IsHouse,0,186.151.60.101,"",,0.0227,f
2682203,DSC_0469_0.jpg,IsHouse,0,190.42.48.134,"",,0.1364,f
2682204,DSC_0468_3.jpg,IsHouse,0,73.173.56.142,"",,0.0227,f
2682205,DSC_0468_3.jpg,IsHouse,0,78.19.72.157,"",,0.0227,f
2682206,DSC_0469_1.jpg,IsHouse,0,73.173.56.142,"",,0.0455,f
2682207,DSC_0469_2.jpg,IsHouse,0,73.173.56.142,"",,0.0455,f
2682208,DSC_0467_1.jpg,IsHouse,1,74.99.179.72,"",,0.9091,t
2682211,DSC_0467_1.jpg,IsHouse,0,74.99.179.72,"",,0.0455,f
2682214,DSC_0467_2.jpg,IsHouse,0,186.151.60.101,"",,0.0909,f
2682218,DSC_0469_1.jpg,IsHouse,0,78.19.72.157,"",,0.0455,f
2682219,DSC_0469_1.jpg,IsHouse,0,186.151.60.101,"",,0.0455,f
2682220,DSC_0467_3.jpg,IsHouse,1,74.99.179.72,"",,0.6136,t
2682221,DSC_0469_1.jpg,IsHouse,0,190.42.48.134,"",,0.0455,f
2682222,DSC_0469_3.jpg,IsHouse,0,73.173.56.142,"",,0.0682,f
2682223,DSC_0467_1.jpg,IsHouse,0,73.173.56.142,"",,0.0455,f
2682224,DSC_0468_2.jpg,IsHouse,0,73.173.56.142,"",,0.0682,f
2682227,DSC_0469_0.jpg,IsHouse,0,186.151.60.101,"",,0.1364,f
2682228,DSC_0469_2.jpg,IsHouse,0,186.151.60.101,"",,0.0455,f
2682232,DSC_0637_0.jpg,IsHouse,0,78.19.72.157,"",,0,f
2682233,DSC_0637_0.jpg,IsHouse,0,73.173.56.142,"",,0,f
2682234,DSC_0469_3.jpg,IsHouse,0,186.151.60.101,"",,0.0682,f
2682235,DSC_0637_0.jpg,IsHouse,0,74.99.179.72,"",,0,f
2682236,DSC_0637_0.jpg,IsHouse,0,186.151.60.101,"",,0,f
2682237,DSC_0637_0.jpg,IsHouse,0,190.42.48.134,"",,0,f
2682238,DSC_0645_3.jpg,IsHouse,1,75.157.128.88,"",,0.3182,f
2682239,DSC_0646_0.jpg,IsHouse,0,75.157.128.88,"",,0.0682,f
2682240,DSC_0469_2.jpg,IsHouse,0,78.19.72.157,"",,0.0455,f
2682243,DSC_0469_3.jpg,IsHouse,0,78.19.72.157,"",,0.0682,f
2682245,DSC_0468_1.jpg,IsHouse,0,74.99.179.72,"",,0.0682,f
2682247,DSC_0469_3.jpg,IsHouse,0,190.42.48.134,"",,0.0682,f
2682248,DSC_0646_2.jpg,IsHouse,0,75.157.128.88,"",,0.1818,f
2682249,DSC_0637_2.jpg,IsHouse,0,96.243.199.184,"",,0.0455,f
2682250,DSC_0639_0.jpg,IsHouse,0,190.42.48.134,"",,0.0455,f
2682251,DSC_0639_0.jpg,IsHouse,0,95.144.193.104,"",,0.0455,f
2682252,DSC_0637_3.jpg,IsHouse,1,96.243.199.184,"",,0.4545,f
2682253,DSC_0638_3.jpg,IsHouse,0,95.144.193.104,"",,0.2727,f
2682254,DSC_0639_1.jpg,IsHouse,0,95.144.193.104,"",,0.2045,f
2682257,DSC_0466_0.jpg,IsHouse,0,96.243.199.184,"",,0.0682,f
2682258,DSC_0637_1.jpg,IsHouse,1,190.42.48.134,"",,0.6818,t
2682259,DSC_0638_0.jpg,IsHouse,0,190.42.48.134,"",,0.0227,f
2682260,DSC_0646_3.jpg,IsHouse,1,75.157.128.88,"",,0.7955,t
2682261,DSC_0637_3.jpg,IsHouse,0,95.144.193.104,"",,0.6364,t
2682262,DSC_0638_2.jpg,IsHouse,0,95.144.193.104,"",,0.0909,f
2682263,DSC_0638_1.jpg,IsHouse,1,190.42.48.134,"",,0.5227,t
2682264,DSC_0638_1.jpg,IsHouse,0,190.42.48.134,"",,0.4318,f
2682266,DSC_0637_1.jpg,IsHouse,1,186.151.60.101,"",,0.6818,t
2682267,DSC_0647_1.jpg,IsHouse,1,75.157.128.88,"",,0.1136,f
2682268,DSC_0646_1.jpg,IsHouse,1,75.157.128.88,"",,0.5682,t
2682269,DSC_0637_1.jpg,IsHouse,0,96.243.199.184,"",,0.1136,f
2682270,DSC_0637_1.jpg,IsHouse,0,190.42.48.134,"",,0.1136,f
2682272,DSC_0647_0.jpg,IsHouse,0,75.157.128.88,"",,0.0682,f
2682273,DSC_0638_0.jpg,IsHouse,0,95.144.193.104,"",,0.0227,f
2682275,DSC_0638_0.jpg,IsHouse,0,96.243.199.184,"",,0.0227,f
2682276,DSC_0637_1.jpg,IsHouse,0,186.151.60.101,"",,0.1136,f
2682277,DSC_0639_2.jpg,IsHouse,0,186.151.60.101,"",,0.1136,f
2682278,DSC_0647_2.jpg,IsHouse,0,75.157.128.88,"",,0.1136,f
2682279,DSC_0640_0.jpg,IsHouse,0,95.144.193.104,"",,0.1136,f
2682280,DSC_0639_3.jpg,IsHouse,1,186.151.60.101,"",,0.6136,t
2682281,DSC_0647_3.jpg,IsHouse,1,75.157.128.88,"",,0.1591,f
2682282,DSC_0641_3.jpg,IsHouse,0,96.243.199.184,"",,0.2273,f
2682284,DSC_0639_2.jpg,IsHouse,0,95.144.193.104,"",,0.1136,f
2682285,DSC_0640_1.jpg,IsHouse,0,95.144.193.104,"",,0.2273,f
2682286,DSC_0640_2.jpg,IsHouse,0,186.151.60.101,"",,0.1818,f
2682287,DSC_0640_3.jpg,IsHouse,0,95.144.193.104,"",,0.3182,f
2682288,DSC_0639_1.jpg,IsHouse,0,96.243.199.184,"",,0.2045,f
2682289,DSC_0648_0.jpg,IsHouse,0,75.157.128.88,"",,0,f
2682290,DSC_0641_2.jpg,IsHouse,0,96.243.199.184,"",,0.0227,f
2682291,DSC_0642_0.jpg,IsHouse,0,96.243.199.184,"",,0.1136,f
2682292,DSC_0641_0.jpg,IsHouse,0,186.151.60.101,"",,0.0455,f
2682293,DSC_0642_3.jpg,IsHouse,1,186.151.60.101,"",,0.2273,f
2682294,DSC_0637_1.jpg,IsHouse,0,73.173.56.142,"",,0.1136,f
2682295,DSC_0637_1.jpg,IsHouse,0,74.99.179.72,"",,0.1136,f
2682296,DSC_0644_3.jpg,IsHouse,1,74.99.179.72,"",,0.5,f
2682298,DSC_0640_0.jpg,IsHouse,0,186.151.60.101,"",,0.1136,f
2682300,DSC_0639_1.jpg,IsHouse,1,96.243.199.184,"",,0.4773,f
2682301,DSC_0641_0.jpg,IsHouse,0,95.144.193.104,"",,0.0455,f
2682302,DSC_0641_1.jpg,IsHouse,0,96.243.199.184,"",,0.2045,f
2682303,DSC_0642_1.jpg,IsHouse,0,96.243.199.184,"",,0.0227,f
2682304,DSC_0642_2.jpg,IsHouse,0,96.243.199.184,"",,0.0227,f
2682305,DSC_0643_0.jpg,IsHouse,0,73.173.56.142,"",,0.0455,f
2682306,DSC_0642_3.jpg,IsHouse,1,96.243.199.184,"",,0.2273,f
2682307,DSC_0643_0.jpg,IsHouse,0,96.243.199.184,"",,0.0455,f
2682308,DSC_0643_2.jpg,IsHouse,0,73.173.56.142,"",,0.0682,f
2682309,DSC_0640_3.jpg,IsHouse,1,186.151.60.101,"",,0.8409,t
2682310,DSC_0637_1.jpg,IsHouse,1,73.173.56.142,"",,0.6818,t
2682311,DSC_0643_0.jpg,IsHouse,0,186.151.60.101,"",,0.0455,f
2682312,DSC_0637_1.jpg,IsHouse,1,74.99.179.72,"",,0.6818,t
2682313,DSC_0643_2.jpg,IsHouse,0,96.243.199.184,"",,0.0682,f
2682316,DSC_0643_1.jpg,IsHouse,0,186.151.60.101,"",,0.5682,t
2682317,DSC_0643_3.jpg,IsHouse,0,73.173.56.142,"",,0.0682,f
2682318,DSC_0643_2.jpg,IsHouse,0,186.151.60.101,"",,0.0682,f
2682319,DSC_0644_0.jpg,IsHouse,0,96.243.199.184,"",,0.0227,f
2682320,DSC_0644_0.jpg,IsHouse,0,186.151.60.101,"",,0.0227,f
2682321,DSC_0643_2.jpg,IsHouse,0,74.99.179.72,"",,0.0682,f
2682322,DSC_0644_2.jpg,IsHouse,0,74.99.179.72,"",,0.0909,f
2682323,DSC_0643_3.jpg,IsHouse,0,96.243.199.184,"",,0.0682,f
2682326,DSC_0644_2.jpg,IsHouse,0,96.243.199.184,"",,0.0909,f
2682327,DSC_0645_1.jpg,IsHouse,0,96.243.199.184,"",,0.3636,f
2682328,DSC_0646_0.jpg,IsHouse,0,96.243.199.184,"",,0.0682,f
2682329,DSC_0645_3.jpg,IsHouse,1,186.151.60.101,"",,0.3182,f
2682330,DSC_0646_2.jpg,IsHouse,0,186.151.60.101,"",,0.1818,f
2682331,DSC_0646_3.jpg,IsHouse,1,186.151.60.101,"",,0.7955,t
2682332,DSC_0647_0.jpg,IsHouse,0,186.151.60.101,"",,0.0682,f
2682333,DSC_0646_3.jpg,IsHouse,0,95.144.193.104,"",,0.3409,f
2682334,DSC_0648_3.jpg,IsHouse,1,75.157.128.88,"",,0.1818,f
2682335,DSC_0649_0.jpg,IsHouse,0,75.157.128.88,"",,0.0909,f
2682336,DSC_0645_3.jpg,IsHouse,0,74.99.179.72,"",,0.3182,f
2682337,DSC_0644_1.jpg,IsHouse,1,96.243.199.184,"",,0.1591,f
2682338,DSC_0645_0.jpg,IsHouse,0,96.243.199.184,"",,0.0455,f
2682340,DSC_0644_3.jpg,IsHouse,0,74.99.179.72,"",,0.5455,t
2682341,DSC_0645_2.jpg,IsHouse,0,74.99.179.72,"",,0.0455,f
2682342,DSC_0644_2.jpg,IsHouse,0,186.151.60.101,"",,0.0909,f
2682343,DSC_0644_1.jpg,IsHouse,0,73.173.56.142,"",,0.7727,t
2682344,DSC_0645_1.jpg,IsHouse,1,96.243.199.184,"",,0.2955,f
2682345,DSC_0645_3.jpg,IsHouse,0,186.151.60.101,"",,0.3182,f
2682346,DSC_0646_3.jpg,IsHouse,0,186.151.60.101,"",,0.3409,f
2682348,DSC_0644_1.jpg,IsHouse,1,186.151.60.101,"",,0.1591,f
2682349,DSC_0644_1.jpg,IsHouse,1,73.173.56.142,"",,0.1591,f
2682351,DSC_0648_1.jpg,IsHouse,1,75.157.128.88,"",,0.2727,f
2682352,DSC_0648_2.jpg,IsHouse,0,75.157.128.88,"",,0,f
2682355,DSC_0645_3.jpg,IsHouse,0,73.173.56.142,"",,0.3182,f
2682356,DSC_0645_3.jpg,IsHouse,1,74.99.179.72,"",,0.3182,f
2682357,DSC_0647_1.jpg,IsHouse,0,186.151.60.101,"",,0.7273,t
2682358,DSC_0648_0.jpg,IsHouse,0,186.151.60.101,"",,0,f
2682359,DSC_0647_1.jpg,IsHouse,0,73.173.56.142,"",,0.7273,t
2682360,DSC_0647_3.jpg,IsHouse,1,95.144.193.104,"",,0.1591,f
2682361,DSC_0648_1.jpg,IsHouse,1,186.151.60.101,"",,0.2727,f
2682362,59KKA2065_1_oblique_02042015_1315 (3)_0.jpg,IsHouse,0,82.0.14.60,"",,1,t
2682363,DSC_0645_3.jpg,IsHouse,1,73.173.56.142,"",,0.3182,f
2682364,DSC_0646_1.jpg,IsHouse,1,95.144.193.104,"",,0.5682,t
2682365,DSC_0647_2.jpg,IsHouse,0,95.144.193.104,"",,0.1136,f
2682367,DSC_0646_1.jpg,IsHouse,0,96.243.199.184,"",,0.5,f
2682368,DSC_0647_1.jpg,IsHouse,1,73.173.56.142,"",,0.1136,f
2682370,DSC_0648_0.jpg,IsHouse,0,73.173.56.142,"",,0,f
2682371,DSC_0648_0.jpg,IsHouse,0,66.249.81.229,"",,0,f
2682372,DSC_0648_3.jpg,IsHouse,0,95.144.193.104,"",,0.9773,t
2682373,DSC_0648_1.jpg,IsHouse,0,186.151.60.101,"",,0.3182,f
2682374,DSC_0647_1.jpg,IsHouse,1,186.151.60.101,"",,0.1136,f
2682375,DSC_0647_3.jpg,IsHouse,1,66.249.81.232,"",,0.1591,f
2682376,DSC_0648_2.jpg,IsHouse,0,66.249.81.226,"",,0,f
2682377,DSC_0647_3.jpg,IsHouse,0,95.144.193.104,"",,0.4318,f
2682378,DSC_0648_1.jpg,IsHouse,1,73.173.56.142,"",,0.2727,f
2682379,DSC_0649_0.jpg,IsHouse,0,95.144.193.104,"",,0.0909,f
2682380,DSC_0649_1.jpg,IsHouse,0,186.151.60.101,"",,0.1364,f
2682381,DSC_0649_0.jpg,IsHouse,0,83.205.74.83,"",,0.0909,f
2682382,DSC_0649_1.jpg,IsHouse,1,75.157.128.88,"",,0.5682,t
2682384,DSC_0649_2.jpg,IsHouse,0,95.144.193.104,"",,0.0455,f
2682385,DSC_0649_2.jpg,IsHouse,0,186.151.60.101,"",,0.0455,f
2682386,DSC_0649_1.jpg,IsHouse,1,73.173.56.142,"",,0.5682,t
2682387,DSC_0649_1.jpg,IsHouse,0,73.173.56.142,"",,0.1364,f
2682388,DSC_0650_0.jpg,IsHouse,0,73.173.56.142,"",,0.0909,f
2682389,DSC_0650_0.jpg,IsHouse,0,75.157.128.88,"",,0.0909,f
2682390,DSC_0650_0.jpg,IsHouse,0,186.151.60.101,"",,0.0909,f
2682391,DSC_0649_3.jpg,IsHouse,1,66.249.81.226,"",,0.0909,f
2682392,DSC_0650_3.jpg,IsHouse,1,75.157.128.88,"",,0.2273,f
2682393,DSC_0651_1.jpg,IsHouse,0,95.144.193.104,"",,0,f
2682394,DSC_0649_2.jpg,IsHouse,0,75.157.128.88,"",,0.0455,f
2682395,DSC_0648_1.jpg,IsHouse,1,66.249.81.232,"",,0.2727,f
2682396,DSC_0648_1.jpg,IsHouse,0,73.173.56.142,"",,0.3182,f
2682397,DSC_0649_1.jpg,IsHouse,1,186.151.60.101,"",,0.5682,t
2682399,DSC_0649_3.jpg,IsHouse,1,95.144.193.104,"",,0.0909,f
2682400,DSC_0650_2.jpg,IsHouse,0,95.144.193.104,"",,0.1364,f
2682401,DSC_0650_3.jpg,IsHouse,0,95.144.193.104,"",,0.9773,t
2682402,DSC_0649_3.jpg,IsHouse,1,186.151.60.101,"",,0.0909,f
2682403,DSC_0648_3.jpg,IsHouse,1,66.249.81.226,"",,0.1818,f
2682404,DSC_0650_0.jpg,IsHouse,0,95.144.193.104,"",,0.0909,f
2682406,DSC_0649_3.jpg,IsHouse,1,75.157.128.88,"",,0.0909,f
2682408,DSC_0651_0.jpg,IsHouse,0,95.144.193.104,"",,0.1136,f
2682409,DSC_0650_1.jpg,IsHouse,1,66.249.81.226,"",,0,f
2682410,DSC_0650_3.jpg,IsHouse,0,75.157.128.88,"",,0.9773,t
2682412,DSC_0651_1.jpg,IsHouse,1,95.144.193.104,"",,0.9773,t
2682413,DSC_0651_2.jpg,IsHouse,0,95.144.193.104,"",,0.2045,f
2682415,DSC_0649_1.jpg,IsHouse,1,83.205.74.83,"",,0.5682,t
2682417,DSC_0650_3.jpg,IsHouse,1,66.249.81.226,"",,0.2273,f
2682418,DSC_0651_1.jpg,IsHouse,0,66.249.81.229,"",,0,f
